title,price,year,milage,transmission,fuel_type,body_style,engine_size,doors,location,timestamp,link,files,ad_id
Citroen C4 Picasso 1.8i  16V  VTR  Plus  5dr  [5  Seat],1375,,143000,Manual,Petrol,MPV,1.8,5.0,Newtownabbey,2023-02-17 20:36:10.812074,usedcarsni.com/2007-Citroen-C4-Picasso-1-8i-16V-VTR-Plus-5dr-5-Seat-314891175?search_type=1&make=0&fuel_type=0&age_from=0&price_from=0&user_type=0&trans_type=0&age_to=0&price_to=0&mileage_to=0&keywords=&distance_enabled=0&distance_postcode=&body_style=0,,314891175
Citroen C4 Picasso 1.6HDi  16V  VTR  Plus  5dr  EGS  [5  Seat],1375,,167000,Automatic/Other,Diesel,MPV,1.6,5.0,County tyrone,2023-02-17 20:36:10.813074,usedcarsni.com/2010-Citroen-C4-Picasso-1-6HDi-16V-VTR-Plus-5dr-EGS-5-Seat-314961332?search_type=1&make=0&fuel_type=0&age_from=0&price_from=0&user_type=0&trans_type=0&age_to=0&price_to=0&mileage_to=0&keywords=&distance_enabled=0&distance_postcode=&body_style=0,,314961332
Renault Clio 1.2  Authentique  5dr,1375,,100000,Manual,Petrol,Hatchback,1.1,0.0,Lisnaskea,2023-02-17 20:36:10.814074,usedcarsni.com/2003-Renault-Clio-1-2-Authentique-5dr-313569053?search_type=1&make=0&fuel_type=0&age_from=0&price_from=0&user_type=0&trans_type=0&age_to=0&price_to=0&mileage_to=0&keywords=&distance_enabled=0&distance_postcode=&body_style=0,,313569053
Toyota Hilux,1395,,0,,,,0.0,0.0,Armagh and banbridge,2023-02-17 20:36:10.815075,usedcarsni.com/2021-Toyota-Hilux-315086567?search_type=1&make=0&fuel_type=0&age_from=0&price_from=0&user_type=0&trans_type=0&age_to=0&price_to=0&mileage_to=0&keywords=&distance_enabled=0&distance_postcode=&body_style=0,,315086567
Peugeot 407 2.0  HDi  136  SE  4dr,1400,,101000,Manual,Diesel,Saloon,2.0,4.0,Middletown,2023-02-17 20:36:10.816574,usedcarsni.com/2007-Peugeot-407-2-0-HDi-136-SE-4dr-314298415?search_type=1&make=0&fuel_type=0&age_from=0&price_from=0&user_type=0&trans_type=0&age_to=0&price_to=0&mileage_to=0&keywords=&distance_enabled=0&distance_postcode=&body_style=0,,314298415
Jeep Grand Cherokee 3.0  CRD  5dr  Auto,1400,,158373,Automatic/Other,Diesel,Sport utility vehicle,3.0,5.0,Belfast,2023-02-17 20:36:10.817574,usedcarsni.com/2005-Jeep-Grand-Cherokee-3-0-CRD-5dr-Auto-314822877?search_type=1&make=0&fuel_type=0&age_from=0&price_from=0&user_type=0&trans_type=0&age_to=0&price_to=0&mileage_to=0&keywords=&distance_enabled=0&distance_postcode=&body_style=0,,314822877
Honda FR-V 2.0  i-VTEC  Sport  5dr,1495,,124000,Manual,Petrol,MPV,2.0,5.0,Ballyclare,2023-02-17 20:36:10.818574,usedcarsni.com/2006-Honda-FR-V-2-0-i-VTEC-Sport-5dr-313788380?search_type=1&make=0&fuel_type=0&age_from=0&price_from=0&user_type=0&trans_type=0&age_to=0&price_to=0&mileage_to=0&keywords=&distance_enabled=0&distance_postcode=&body_style=0,,313788380
Volkswagen Jetta 1.9  S  TDI  PD  4dr,1495,,181000,Manual,Diesel,Saloon,1.9,4.0,County armagh,2023-02-17 20:36:10.819574,usedcarsni.com/2006-Volkswagen-Jetta-1-9-S-TDI-PD-4dr-315039767?search_type=1&make=0&fuel_type=0&age_from=0&price_from=0&user_type=0&trans_type=0&age_to=0&price_to=0&mileage_to=0&keywords=&distance_enabled=0&distance_postcode=&body_style=0,,315039767
Volkswagen Polo 1.2  E  55  3dr,1495,,120000,Manual,Petrol,Hatchback,1.2,3.0,Strabane,2023-02-17 20:36:10.820574,usedcarsni.com/2005-Volkswagen-Polo-1-2-E-55-3dr-315254163?search_type=1&make=0&fuel_type=0&age_from=0&price_from=0&user_type=0&trans_type=0&age_to=0&price_to=0&mileage_to=0&keywords=&distance_enabled=0&distance_postcode=&body_style=0,,315254163
Vauxhall Zafira 1.6i  [115]  Design  5dr,1500,,141000,Manual,Petrol,MPV,1.6,5.0,Coleraine,2023-02-17 20:36:10.821574,usedcarsni.com/2009-Vauxhall-Zafira-1-6i-115-Design-5dr-315076087?search_type=1&make=0&fuel_type=0&age_from=0&price_from=0&user_type=0&trans_type=0&age_to=0&price_to=0&mileage_to=0&keywords=&distance_enabled=0&distance_postcode=&body_style=0,,315076087
Jaguar XJ Series XJ8  3.5  V8  SE  4dr  Auto,1500,,0,Automatic,Petrol,Saloon,3.6,4.0,Ballyclare,2023-02-17 20:36:11.436383,usedcarsni.com/2003-Jaguar-XJ-Series-XJ8-3-5-V8-SE-4dr-Auto-312487866?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,312487866
Toyota Corolla Verso 2.2  D-4D  T180  5dr,1550,,110500,Manual,Diesel,MPV,2.2,5.0,Annalong,2023-02-17 20:36:11.437884,usedcarsni.com/2007-Toyota-Corolla-Verso-2-2-D-4D-T180-5dr-313661492?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,313661492
Vauxhall Vectra 1.9  CDTi  Exclusiv  [120]  5dr,1550,,119000,Manual,Diesel,Saloon,1.9,5.0,Enniskillen,2023-02-17 20:36:11.438884,usedcarsni.com/2006-Vauxhall-Vectra-1-9-CDTi-Exclusiv-120-5dr-314305315?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,314305315
Toyota Yaris 1.0  16v  VVTi  GS  3dr,1550,,56600,Manual,Petrol,Hatchback,1.0,3.0,Kilkeel,2023-02-17 20:36:11.440386,usedcarsni.com/1999-Toyota-Yaris-1-0-16v-VVTi-GS-3dr-314698553?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,314698553
Renault Clio 1.2  TCE  Expression  3dr,1550,,107000,Manual,Petrol,Hatchback,1.1,3.0,Enniskillen,2023-02-17 20:36:11.441384,usedcarsni.com/2008-Renault-Clio-1-2-TCE-Expression-3dr-313631597?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,313631597
Toyota Avensis 2.0  D-4D  T2  5dr,1575,,208000,Manual,Diesel,Estate,2.0,5.0,Armagh,2023-02-17 20:36:11.442384,usedcarsni.com/2009-Toyota-Avensis-2-0-D-4D-T2-5dr-314029884?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,314029884
Renault Modus 1.2  Expression  5dr  [Euro  4],1650,,62000,Manual,Petrol,MPV,1.1,5.0,Ballymena,2023-02-17 20:36:11.443383,usedcarsni.com/2008-Renault-Modus-1-2-Expression-5dr-Euro-4-314691363?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,314691363
Vauxhall Insignia 2.0  CDTi  SRi  [160]  5dr,1650,,225000,Manual,Diesel,Hatchback,2.0,5.0,Derry,2023-02-17 20:36:11.444383,usedcarsni.com/2009-Vauxhall-Insignia-2-0-CDTi-SRi-160-5dr-314878193?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,314878193
Honda Civic 2.2  i-CTDi  SE  5dr,1650,,220000,Manual,Diesel,Hatchback,2.2,5.0,Coalisland,2023-02-17 20:36:11.445384,usedcarsni.com/2008-Honda-Civic-2-2-i-CTDi-SE-5dr-304766699?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,304766699
Renault Grand Scenic 1.6  16v  VVT  Dynamique  TomTom  5dr,1650,,77000,Manual,Petrol,MPV,1.6,5.0,Enniskillen,2023-02-17 20:36:11.446884,usedcarsni.com/2010-Renault-Grand-Scenic-1-6-16v-VVT-Dynamique-TomTom-5dr-314988103?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,314988103
Citroen C1 1.0i  Rhythm  3dr,1650,,131000,Manual,Petrol,Hatchback,1.0,3.0,Newtownards,2023-02-17 20:36:11.447884,usedcarsni.com/2007-Citroen-C1-1-0i-Rhythm-3dr-315246553?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,315246553
Vauxhall Corsa 1.2i  16V  SXi  3dr,1675,,55000,Manual,Petrol,Hatchback,1.2,3.0,Newry,2023-02-17 20:36:11.448884,usedcarsni.com/2003-Vauxhall-Corsa-1-2i-16V-SXi-3dr-314599339?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,314599339
Ford Ka 1.2  Style  3dr,1695,,80000,Manual,Petrol,Hatchback,1.2,3.0,Strabane,2023-02-17 20:36:11.450384,usedcarsni.com/2009-Ford-Ka-1-2-Style-3dr-315252768?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,315252768
Mercedes A-Class A170  Elegance  SE  5dr,1750,,89000,Manual,Petrol,Hatchback,1.7,5.0,Monaghan,2023-02-17 20:36:11.451384,usedcarsni.com/2008-Mercedes-A-Class-A170-Elegance-SE-5dr-315340783?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,315340783
Mazda 2 1.4  Antares  5dr,1785,,70500,Manual 5 speed,Petrol,Hatchback,1.4,5.0,Newtownabbey,2023-02-17 20:36:11.452383,usedcarsni.com/2007-Mazda-2-1-4-Antares-5dr-314731723?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,314731723
Toyota Yaris 1.0  VVT-i  T3  3dr,1790,,0,,121000 Miles,Manual,0.0,0.0,3 door,2023-02-17 20:36:11.453884,usedcarsni.com/2006-Toyota-Yaris-1-0-VVT-i-T3-3dr-314475853?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,314475853
Nissan Note 1.4  Acenta  5dr,1800,,92000,Manual,Petrol,MPV,1.4,5.0,Derrynoose,2023-02-17 20:36:11.454886,usedcarsni.com/2009-Nissan-Note-1-4-Acenta-5dr-315237748?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,315237748
Renault Modus 1.2  Oasis  5dr,1850,,95000,Manual,Petrol,MPV,1.1,5.0,Belfast,2023-02-17 20:36:11.455884,usedcarsni.com/2006-Renault-Modus-1-2-Oasis-5dr-314373453?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,314373453
Renault Grand Scenic 1.5  dCi  Dynamique  5dr,1895,,150000,Manual,Diesel,MPV,1.5,5.0,Ballyclare,2023-02-17 20:36:11.456884,usedcarsni.com/2010-Renault-Grand-Scenic-1-5-dCi-Dynamique-5dr-315240859?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,315240859
Hyundai i30 1.4  Comfort  5dr,1950,,117000,Manual,Petrol,Hatchback,1.4,5.0,Taylorstown road,2023-02-17 20:36:11.458384,usedcarsni.com/2009-Hyundai-i30-1-4-Comfort-5dr-315124355?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=2&price_from=0&price_to=0&trans_type=0&user_type=0,,315124355
BMW 3 Series CI,2450,,1214000,Automatic/Other,Petrol,Convertible,2.5,2.0,Newtownabbey,2023-02-17 20:36:12.052210,usedcarsni.com/2003-BMW-3-Series-CI-314692393?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,314692393
Jaguar X-Type 3.0  V6  Sovereign  4dr  Auto,2450,,105000,Automatic/Other,Petrol,Saloon,3.0,4.0,Belfast,2023-02-17 20:36:12.053210,usedcarsni.com/2007-Jaguar-X-Type-3-0-V6-Sovereign-4dr-Auto-314692440?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,314692440
Toyota Yaris 1.0  VVT-i  T2  3dr,2450,,75000,Manual,Petrol,Hatchback,1.0,3.0,Newry,2023-02-17 20:36:12.054710,usedcarsni.com/2008-Toyota-Yaris-1-0-VVT-i-T2-3dr-314737554?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,314737554
Volkswagen Polo 1.2  E  55  5dr,2450,,96924,Manual,Petrol,Hatchback,1.2,5.0,Belfast,2023-02-17 20:36:12.055710,usedcarsni.com/2007-Volkswagen-Polo-1-2-E-55-5dr-315182360?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,315182360
Mercedes C-Class C180  Elegance  4dr  Auto,2450,,41600,Automatic/Other,Petrol,Saloon,1.8,4.0,Omagh(uk),2023-02-17 20:36:12.056710,usedcarsni.com/1996-Mercedes-C-Class-C180-Elegance-4dr-Auto-314947765?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,314947765
Audi A6 2.0  TDI  DPF  Limited  Edition  4dr  Multitronic,2475,,200000,Semi-Automatic,Diesel,Saloon,2.0,4.0,Lisnaskea,2023-02-17 20:36:12.057710,usedcarsni.com/2008-Audi-A6-2-0-TDI-DPF-Limited-Edition-4dr-Multitronic-314785122?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,314785122
Hyundai i20 1.2  Classic  3dr,2490,,91000,Manual,Petrol,Hatchback,1.2,3.0,Newry,2023-02-17 20:36:12.058710,usedcarsni.com/2009-Hyundai-i20-1-2-Classic-3dr-315335680?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,315335680
Peugeot 308 1.6  HDi  92  Active  5dr,2495,,109131,Manual,Diesel,Hatchback,1.6,5.0,Antrim,2023-02-17 20:36:12.060211,usedcarsni.com/2012-Peugeot-308-1-6-HDi-92-Active-5dr-313077830?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,313077830
Toyota Yaris 1.3  VVT-i  Blue  5dr,2495,,92000,Manual,Petrol,Hatchback,1.3,5.0,Ballygowan,2023-02-17 20:36:12.061210,usedcarsni.com/2004-Toyota-Yaris-1-3-VVT-i-Blue-5dr-315175537?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,315175537
Peugeot 5008 1.6  HDi  110  Sport  5dr,2495,,116000,Manual,Diesel,MPV,1.6,5.0,Mullusk,2023-02-17 20:36:12.062210,usedcarsni.com/2010-Peugeot-5008-1-6-HDi-110-Sport-5dr-314167261?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,314167261
Ford Mondeo 2.0  Zetec  5dr,2495,,54347,Manual,Petrol,Saloon,2.0,5.0,Ballymoney,2023-02-17 20:36:12.063710,usedcarsni.com/2009-Ford-Mondeo-2-0-Zetec-5dr-314949493?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,314949493
Vauxhall Astra 1.4i  16V  Club  5dr,2495,,111822,Manual,Petrol,Hatchback,1.4,5.0,Carrickfergus,2023-02-17 20:36:12.064710,usedcarsni.com/2008-Vauxhall-Astra-1-4i-16V-Club-5dr-315081677?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,315081677
Peugeot 308 1.6  VTi  Sport  5dr,2495,,100000,Manual,Petrol,Estate,1.6,5.0,Rathfriland,2023-02-17 20:36:12.065710,usedcarsni.com/2008-Peugeot-308-1-6-VTi-Sport-5dr-315246448?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,315246448
Renault Megane 1.4  Extreme  3dr,2495,,78046,Manual,Petrol,Hatchback,1.4,3.0,Newtownards,2023-02-17 20:36:12.066710,usedcarsni.com/2007-Renault-Megane-1-4-Extreme-3dr-307377394?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,307377394
Mercedes C-Class C220  CDI  Classic  SE  4dr  Auto,2495,,99000,Automatic,Diesel,Saloon,2.1,4.0,Belfast,2023-02-17 20:36:12.068210,usedcarsni.com/2004-Mercedes-C-Class-C220-CDI-Classic-SE-4dr-Auto-307987800?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,307987800
Seat Exeo 2.0  TDI  CR  SE  Tech  4dr  [143],2495,,210000,Manual,Diesel,Saloon,2.0,4.0,Ballyclare,2023-02-17 20:36:12.069210,usedcarsni.com/2010-Seat-Exeo-2-0-TDI-CR-SE-Tech-4dr-143-309792082?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,309792082
Suzuki SX4 1.6  GL  5dr,2495,,106450,Manual,Petrol,Hatchback,1.6,5.0,Lisburn,2023-02-17 20:36:12.070210,usedcarsni.com/2008-Suzuki-SX4-1-6-GL-5dr-314828631?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,314828631
Ford Focus 1.6  TDCi  115  Zetec  5dr,2495,,140000,Manual,Diesel,Hatchback,1.6,5.0,Richill,2023-02-17 20:36:12.071210,usedcarsni.com/2011-Ford-Focus-1-6-TDCi-115-Zetec-5dr-307965554?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,307965554
Renault Clio 1.2  16V  Expression  5dr,2495,,76000,Manual,Petrol,Hatchback,1.1,5.0,Lisburn,2023-02-17 20:36:12.072210,usedcarsni.com/2008-Renault-Clio-1-2-16V-Expression-5dr-314171552?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,314171552
Toyota Auris 1.6  VVTi  SR  5dr,2495,,118000,Manual,Petrol,Hatchback,1.6,5.0,Newry,2023-02-17 20:36:12.073210,usedcarsni.com/2009-Toyota-Auris-1-6-VVTi-SR-5dr-314537466?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=5&price_from=0&price_to=0&trans_type=0&user_type=0,,314537466
Vauxhall Insignia 2.0  CDTi  SRi  [160]  5dr,2650,,110000,Manual,Diesel,Hatchback,2.0,5.0,Coleraine,2023-02-17 20:36:12.546445,usedcarsni.com/2010-Vauxhall-Insignia-2-0-CDTi-SRi-160-5dr-314657608?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=7&price_from=0&price_to=0&trans_type=0&user_type=0,,314657608
Ford Fiesta 1.4  Zetec  5dr,2650,,120000,Manual,Petrol,Hatchback,1.4,5.0,Dpk,2023-02-17 20:36:12.547945,usedcarsni.com/2009-Ford-Fiesta-1-4-Zetec-5dr-314474819?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=7&price_from=0&price_to=0&trans_type=0&user_type=0,,314474819
Ford Fiesta 1.6  TDCi  Zetec  S  3dr,2650,,122000,Manual,Diesel,Hatchback,1.6,3.0,Stewartstown,2023-02-17 20:36:12.548945,usedcarsni.com/2010-Ford-Fiesta-1-6-TDCi-Zetec-S-3dr-315240938?make=0&search_type=1&age_from=0&age_to=0&body_style=0&distance_enabled=0&distance_postcode=&fuel_type=0&keywords=&mileage_to=0&pagepc0=7&price_from=0&price_to=0&trans_type=0&user_type=0,,315240938
